dt,city,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3
1737190800,Nairobi,1,390.53,0.23,2.74,50.78,3.52,6.01,16.6,4.94
1737194400,Nairobi,1,360.49,0.21,2.48,47.92,3.13,4.94,13.7,4.02
1737198000,Nairobi,1,353.81,0.2,2.55,45.78,3.19,4.26,12.16,3.89
1737201600,Nairobi,1,350.48,0.18,2.57,44.7,3.01,3.81,11.11,3.89
1737205200,Nairobi,1,357.15,0.17,2.96,43.63,3.16,3.63,10.8,4.05
1737208800,Nairobi,1,370.5,0.14,3.64,41.84,3.25,3.8,11.53,4.37
1737212400,Nairobi,1,370.5,0.06,4.11,39.7,3.13,4.13,12.13,4.43
1737216000,Nairobi,1,420.57,0.01,5.06,36.48,3.55,6.1,17.12,6.21
1737219600,Nairobi,2,473.98,0.0,5.31,33.62,3.61,8.72,22.89,7.92
1737223200,Nairobi,2,514.03,0.0,5.27,31.83,3.43,11.29,28.08,8.99
1737226800,Nairobi,2,554.08,0.0,5.36,29.68,2.98,13.39,31.47,9.88
1737230400,Nairobi,2,560.76,0.0,5.27,27.89,2.56,12.67,30.18,9.88
1737234000,Nairobi,2,507.35,0.0,4.2,28.61,2.12,9.2,25.07,8.36
1737237600,Nairobi,2,453.95,0.0,3.04,30.4,1.91,6.69,20.01,6.78
1737241200,Nairobi,1,427.25,0.0,2.38,31.47,1.7,6.05,18.47,6.21
1737244800,Nairobi,1,420.57,0.0,2.01,31.83,1.43,6.03,18.7,6.21
1737248400,Nairobi,1,423.91,0.0,1.95,31.47,1.28,6.35,19.75,6.21
1737252000,Nairobi,2,447.27,0.0,2.12,30.76,1.27,7.23,22.97,6.59
1737255600,Nairobi,2,494.0,0.0,2.68,30.04,1.39,9.14,28.26,7.22
1737259200,Nairobi,2,614.17,0.0,4.84,28.25,1.94,14.5,39.15,9.75
1737262800,Nairobi,2,741.0,0.5,6.77,30.76,2.89,19.38,49.03,13.17
1737266400,Nairobi,3,794.41,0.7,5.48,59.37,5.01,21.97,53.49,14.44
1737270000,Nairobi,2,594.14,0.45,3.3,75.1,7.27,16.31,40.94,9.88
1737273600,Nairobi,2,540.73,0.36,2.63,75.1,6.85,14.47,36.82,8.74
1737277200,Nairobi,2,520.71,0.32,2.48,72.24,6.68,13.06,33.95,8.11
1737280800,Nairobi,2,440.6,0.28,1.99,61.51,4.53,9.36,23.88,5.64
1737284400,Nairobi,1,403.88,0.29,1.82,57.94,3.46,7.61,18.74,4.69
1737288000,Nairobi,1,387.19,0.3,1.74,55.79,2.95,7.12,17.16,4.31
1737291600,Nairobi,1,393.87,0.36,2.14,57.22,3.4,7.74,18.17,4.62
1737295200,Nairobi,2,410.56,0.43,2.83,55.79,3.87,8.56,20.08,5.07
1737298800,Nairobi,1,407.22,0.39,3.56,45.78,3.67,8.35,19.78,5.13
1737302400,Nairobi,2,514.03,0.08,5.31,35.05,2.47,11.48,25.89,8.23
1737306000,Nairobi,2,647.54,0.0,7.11,30.04,2.12,16.97,36.17,11.78
1737309600,Nairobi,2,734.33,0.0,7.88,28.25,2.35,21.59,44.48,14.06
1737313200,Nairobi,2,761.03,0.0,7.97,27.18,2.35,24.01,49.22,14.69
1737316800,Nairobi,2,707.63,0.0,7.03,27.18,1.97,21.64,46.63,12.92
1737320400,Nairobi,2,594.14,0.0,5.01,28.97,1.49,16.08,39.03,9.5
1737324000,Nairobi,2,554.08,0.0,3.81,31.11,1.51,13.77,35.55,8.61
1737327600,Nairobi,2,554.08,0.0,3.3,32.54,1.4,13.49,35.48,9.25
1737331200,Nairobi,2,554.08,0.0,2.91,33.97,1.19,13.39,35.51,9.75
1737334800,Nairobi,2,547.41,0.0,2.83,34.69,1.1,13.67,36.64,10.13
1737338400,Nairobi,2,547.41,0.0,2.91,36.12,1.18,14.36,39.13,10.51
1737342000,Nairobi,2,574.11,0.0,3.47,38.62,1.39,16.08,43.7,11.4
1737345600,Nairobi,3,694.27,0.0,6.17,40.77,2.12,21.98,54.13,14.57
1737349200,Nairobi,3,827.79,0.4,8.91,44.35,2.92,27.46,65.12,17.48
1737352800,Nairobi,3,867.84,0.83,7.2,72.24,4.35,30.16,71.44,18.49
1737356400,Nairobi,2,587.46,0.52,4.03,88.69,7.03,20.41,49.92,10.77
1737360000,Nairobi,2,560.76,0.39,3.43,89.41,6.62,19.32,46.83,9.88
1737363600,Nairobi,2,540.73,0.3,3.47,85.83,6.26,18.96,45.48,9.12
1737367200,Nairobi,2,480.65,0.26,3.17,83.68,4.83,16.5,36.48,7.16
1737370800,Nairobi,2,473.98,0.28,2.83,89.41,4.23,15.64,31.84,6.59
1737374400,Nairobi,2,467.3,0.3,2.68,95.84,3.99,15.57,30.81,6.33
1737378000,Nairobi,3,460.62,0.34,3.0,101.57,4.11,16.37,32.2,6.27
1737381600,Nairobi,3,460.62,0.36,3.86,100.14,4.11,17.88,35.24,6.21
1737385200,Nairobi,2,440.6,0.23,4.71,91.55,3.7,18.16,35.37,5.83
1737388800,Nairobi,2,467.3,0.02,5.83,81.54,3.93,17.47,35.46,6.9
1737392400,Nairobi,2,507.35,0.0,6.0,70.81,4.29,17.91,38.61,8.49
1737396000,Nairobi,2,520.71,0.0,5.91,57.22,4.23,18.41,41.94,9.5
1737399600,Nairobi,2,587.46,0.0,6.08,47.21,3.37,21.46,49.0,11.4
1737403200,Nairobi,3,627.52,0.0,6.34,41.84,2.44,22.93,52.59,12.16
1737406800,Nairobi,2,574.11,0.0,5.14,40.05,1.74,19.28,47.87,10.64
1737410400,Nairobi,2,534.06,0.0,3.9,39.34,1.51,16.85,44.8,10.13
1737414000,Nairobi,2,514.03,0.0,3.17,38.98,1.43,16.15,44.55,10.26
1737417600,Nairobi,2,520.71,0.0,2.78,39.34,1.37,16.21,45.98,10.51
1737421200,Nairobi,2,527.38,0.0,2.83,40.77,1.3,17.04,47.84,10.64
1737424800,Nairobi,3,567.44,0.0,3.47,42.2,1.3,18.94,51.2,11.02
1737428400,Nairobi,3,647.54,0.0,5.14,42.56,1.58,22.89,58.38,11.91
1737432000,Nairobi,3,907.9,0.02,11.14,40.41,3.16,36.81,78.81,16.97
1737435600,Nairobi,4,1201.63,1.12,16.79,46.49,5.42,51.47,101.22,24.07
1737439200,Nairobi,4,1268.39,1.36,12.51,97.27,9.18,56.49,109.78,25.59
1737442800,Nairobi,3,834.47,0.41,5.83,115.87,11.09,41.79,82.44,15.33
1737446400,Nairobi,3,767.71,0.35,4.2,117.3,8.46,43.13,79.44,12.67
1737450000,Nairobi,3,754.36,0.31,3.43,124.45,6.79,46.57,78.43,11.27
1737453600,Nairobi,3,660.9,0.28,3.13,118.73,5.01,39.71,63.29,8.99
1737457200,Nairobi,3,607.49,0.24,3.73,105.86,4.41,33.05,52.97,7.98
1737460800,Nairobi,3,600.81,0.12,4.63,100.14,4.23,30.49,49.07,7.66
1737464400,Nairobi,3,614.17,0.1,5.31,98.71,4.41,28.16,44.91,7.54
1737468000,Nairobi,2,594.14,0.19,5.48,98.71,4.23,22.45,36.72,7.35
1737471600,Nairobi,2,527.38,0.15,5.57,87.98,3.87,16.81,29.23,6.78
1737475200,Nairobi,2,500.68,0.02,6.51,65.8,4.65,12.55,26.87,7.98
1737478800,Nairobi,2,507.35,0.0,6.34,50.78,4.71,11.6,28.55,9.37
1737482400,Nairobi,2,527.38,0.0,6.17,43.99,4.35,13.11,32.31,10.39
1737486000,Nairobi,2,580.79,0.0,6.34,39.7,3.37,15.24,35.85,11.78
1737489600,Nairobi,2,614.17,0.0,6.68,37.55,2.59,17.06,40.61,12.29
1737493200,Nairobi,2,567.44,0.0,5.44,38.27,1.97,14.85,38.39,10.51
1737496800,Nairobi,2,514.03,0.0,3.98,40.05,1.71,13.92,37.82,9.37
1737500400,Nairobi,2,507.35,0.0,3.13,41.13,1.49,13.76,38.54,9.75
1737504000,Nairobi,2,520.71,0.0,2.72,41.48,1.27,13.42,38.19,10.39
1737507600,Nairobi,2,540.73,0.0,2.83,40.05,1.09,13.86,38.48,10.89
1737511200,Nairobi,2,560.76,0.0,3.51,37.55,1.04,15.13,40.63,11.02
1737514800,Nairobi,2,607.49,0.0,5.14,34.69,1.28,17.84,46.04,11.53
1737518400,Nairobi,3,821.11,0.01,11.14,28.97,2.68,29.4,63.87,16.09
1737522000,Nairobi,3,1108.17,1.52,17.31,27.89,4.83,43.16,85.69,22.55
1737525600,Nairobi,3,1214.98,2.01,14.74,75.1,8.34,49.7,97.95,25.33
1737529200,Nairobi,2,660.9,0.41,7.45,80.82,11.32,18.89,48.6,13.68
1737532800,Nairobi,2,547.41,0.37,5.57,69.38,8.23,12.73,34.59,10.64
1737536400,Nairobi,2,487.33,0.32,4.37,65.8,6.32,9.55,26.53,8.87
1737540000,Nairobi,2,410.56,0.3,3.21,64.37,4.41,7.67,20.65,6.52
1737543600,Nairobi,2,380.52,0.33,2.48,67.23,3.58,7.84,20.29,5.51
1737547200,Nairobi,2,370.5,0.35,2.12,70.1,3.13,8.49,21.68,5.0
1737550800,Nairobi,2,370.5,0.39,2.29,71.53,3.16,9.44,23.81,4.94
1737554400,Nairobi,2,373.84,0.44,3.0,68.66,3.25,9.39,24.11,5.07
1737558000,Nairobi,2,370.5,0.37,3.81,60.8,3.19,8.32,21.75,5.07
1737561600,Nairobi,2,373.84,0.06,4.5,51.5,3.19,8.31,21.95,5.38
1737565200,Nairobi,2,390.53,0.0,4.63,47.92,3.43,9.44,25.0,6.08
1737568800,Nairobi,2,403.88,0.0,4.58,46.49,3.58,10.19,27.29,6.52
1737572400,Nairobi,2,500.68,0.0,5.27,44.7,3.43,13.61,36.03,9.5
1737576000,Nairobi,2,554.08,0.0,5.65,42.92,3.13,15.08,40.32,10.77
1737579600,Nairobi,2,520.71,0.0,4.84,42.56,2.65,12.97,37.51,9.63
1737583200,Nairobi,2,494.0,0.0,3.9,42.2,2.44,11.31,34.05,8.87
1737586800,Nairobi,2,487.33,0.0,3.21,42.2,2.29,10.56,32.22,8.87
1737590400,Nairobi,2,500.68,0.0,2.96,40.41,2.12,10.56,32.58,8.99
1737594000,Nairobi,2,520.71,0.0,3.0,37.55,2.0,11.08,33.9,9.12
1737597600,Nairobi,2,567.44,0.0,3.56,34.69,1.91,12.78,38.34,9.37
1737601200,Nairobi,2,640.87,0.0,4.93,32.19,2.03,16.01,45.77,9.63
1737604800,Nairobi,3,867.84,0.01,10.11,27.54,3.16,27.14,64.52,13.81
1737608400,Nairobi,3,1054.76,1.05,14.57,29.33,5.07,34.85,79.99,20.52
1737612000,Nairobi,3,1054.76,1.31,10.71,75.1,8.58,34.02,83.85,23.05
1737615600,Nairobi,2,620.84,0.55,4.37,95.84,9.3,18.67,49.17,12.16
1737619200,Nairobi,2,534.06,0.41,2.87,92.98,6.44,17.53,42.29,9.63
1737622800,Nairobi,2,527.38,0.35,2.42,94.41,5.13,18.77,40.02,8.74
1737626400,Nairobi,2,500.68,0.33,2.38,92.98,4.47,18.77,36.39,7.41
1737630000,Nairobi,2,473.98,0.34,2.48,87.98,4.05,16.39,30.99,6.52
1737633600,Nairobi,2,453.95,0.33,2.61,82.25,3.7,13.91,26.7,5.89
1737637200,Nairobi,2,460.62,0.37,3.17,78.68,4.05,12.36,24.44,6.08
1737640800,Nairobi,2,473.98,0.44,3.94,72.24,4.35,10.85,22.65,6.4
1737644400,Nairobi,2,460.62,0.37,4.63,59.37,4.05,9.36,20.3,6.33
1737648000,Nairobi,2,467.3,0.06,5.23,46.49,3.81,9.39,21.55,6.78
1737651600,Nairobi,2,494.0,0.0,5.48,40.41,3.87,10.06,24.36,7.79
1737655200,Nairobi,2,507.35,0.0,5.48,37.91,3.93,10.8,26.6,8.23
1737658800,Nairobi,2,574.11,0.0,6.0,34.69,3.4,13.93,32.97,9.88
1737662400,Nairobi,2,647.54,0.0,6.68,31.47,2.83,16.52,39.35,11.27
1737666000,Nairobi,2,627.52,0.0,5.83,30.04,2.32,14.43,37.62,10.26
1737669600,Nairobi,2,600.81,0.0,4.76,30.4,2.29,12.83,35.17,9.88
1737673200,Nairobi,2,587.46,0.0,3.86,31.83,2.35,12.3,34.45,10.01
1737676800,Nairobi,2,594.14,0.0,3.43,33.97,2.15,12.64,35.96,10.51
1737680400,Nairobi,2,614.17,0.0,3.47,36.12,1.79,13.85,38.51,10.64
1737684000,Nairobi,2,667.57,0.0,3.9,36.84,1.48,16.09,43.18,10.13
1737687600,Nairobi,2,747.68,0.0,5.14,36.84,1.51,19.5,49.94,9.5
1737691200,Nairobi,3,961.3,0.0,10.2,33.97,2.44,30.82,67.53,12.92
1737694800,Nairobi,3,1148.22,0.96,14.74,40.05,3.64,39.54,81.44,19.25
1737698400,Nairobi,3,1081.47,1.29,10.71,83.68,5.54,38.94,79.81,19.76
1737702000,Nairobi,2,634.19,0.48,3.77,98.71,6.5,20.99,45.72,10.26
1737705600,Nairobi,2,560.76,0.4,2.72,95.84,5.3,18.22,39.55,8.74
1737709200,Nairobi,2,520.71,0.37,2.33,91.55,4.83,16.62,36.65,7.73
1737712800,Nairobi,2,480.65,0.36,2.23,87.98,4.35,14.71,32.55,6.65
1737716400,Nairobi,2,453.95,0.37,2.18,85.12,3.93,13.06,29.0,6.02
1737720000,Nairobi,2,423.91,0.37,2.1,79.39,3.46,11.27,25.73,5.45
1737723600,Nairobi,2,407.22,0.41,2.33,73.67,3.4,10.29,23.95,5.13
1737727200,Nairobi,2,413.89,0.48,2.96,66.52,3.52,10.02,23.79,5.19
1737730800,Nairobi,2,420.57,0.41,3.81,55.79,3.43,9.65,22.93,5.26
1737734400,Nairobi,2,467.3,0.08,5.57,43.27,4.11,10.46,25.58,6.9
1737738000,Nairobi,2,527.38,0.0,6.17,37.55,4.53,12.83,31.57,8.87
1737741600,Nairobi,2,560.76,0.0,6.17,36.12,4.59,14.41,34.68,9.63
1737745200,Nairobi,2,627.52,0.0,6.34,35.05,3.7,17.34,40.71,11.15
1737748800,Nairobi,2,654.22,0.0,6.25,33.62,2.62,18.07,43.24,11.4
1737752400,Nairobi,2,594.14,0.0,5.01,33.62,1.97,14.63,38.6,9.5
1737756000,Nairobi,2,507.35,0.0,3.43,34.33,1.73,11.62,32.71,7.54
1737759600,Nairobi,2,460.62,0.0,2.46,34.69,1.53,10.21,28.92,6.71
1737763200,Nairobi,2,440.6,0.0,2.1,35.41,1.45,9.71,28.03,6.52
1737766800,Nairobi,2,447.27,0.0,2.33,34.69,1.37,10.59,29.14,6.65
1737770400,Nairobi,2,500.68,0.0,3.21,31.47,1.34,12.85,33.28,6.97
1737774000,Nairobi,2,574.11,0.0,4.97,28.25,1.56,16.3,39.93,7.16
1737777600,Nairobi,3,801.09,0.04,10.45,22.17,2.68,27.75,57.66,10.77
1737781200,Nairobi,3,1001.36,1.45,14.39,23.25,4.17,36.17,72.63,16.47
1737784800,Nairobi,3,961.3,1.3,9.85,64.37,6.38,32.58,72.72,18.24
1737788400,Nairobi,2,507.35,0.41,3.3,82.25,6.91,14.53,37.17,8.36
1737792000,Nairobi,2,440.6,0.32,2.33,87.26,5.42,13.34,31.94,6.52
1737795600,Nairobi,2,433.92,0.28,2.03,90.12,4.77,13.5,31.21,6.14
1737799200,Nairobi,2,417.23,0.27,1.97,91.55,4.35,13.6,30.5,5.64
1737802800,Nairobi,2,413.89,0.27,1.99,88.69,3.93,13.56,29.46,5.38
1737806400,Nairobi,2,403.88,0.27,1.99,82.97,3.37,13.19,28.32,5.07
1737810000,Nairobi,2,393.87,0.28,2.29,77.96,3.28,12.6,26.7,4.88
1737813600,Nairobi,2,397.21,0.3,3.04,72.24,3.52,11.98,25.39,5.0
1737817200,Nairobi,2,400.54,0.21,3.94,63.66,3.67,11.37,24.25,5.19
1737820800,Nairobi,2,560.76,0.03,6.6,50.07,3.31,16.48,33.78,9.37
1737824400,Nairobi,3,794.41,0.0,9.94,40.41,3.49,26.17,50.47,14.44
1737828000,Nairobi,3,854.49,0.0,12.0,39.34,3.99,30.21,58.92,11.78
1737831600,Nairobi,3,867.84,0.0,13.02,41.48,3.93,32.62,62.41,7.85
1737835200,Nairobi,3,894.55,0.0,13.54,40.41,3.34,33.46,63.7,6.59
1737838800,Nairobi,3,841.14,0.0,12.34,39.34,2.53,28.57,57.83,5.0
1737842400,Nairobi,3,814.44,0.0,11.65,36.12,1.65,27.29,59.82,4.18
1737846000,Nairobi,3,827.79,0.0,10.97,31.11,1.21,29.09,64.32,3.89
1737849600,Nairobi,3,881.2,0.0,10.71,25.03,1.12,32.51,67.74,4.02
1737853200,Nairobi,3,907.9,0.01,10.62,20.38,1.12,35.33,70.43,4.5
1737856800,Nairobi,3,907.9,0.02,10.62,17.7,1.12,35.93,72.6,5.07
1737860400,Nairobi,3,947.95,0.09,12.17,15.02,1.37,39.06,77.85,6.27
1737864000,Nairobi,4,1295.09,1.38,19.36,6.44,2.74,61.45,106.71,10.01
1737867600,Nairobi,5,1815.8,8.16,24.33,4.83,4.23,90.15,146.29,18.24
1737871200,Nairobi,5,2216.34,7.38,31.87,49.35,5.25,121.85,191.28,26.85
1737874800,Nairobi,3,640.87,0.61,5.31,98.71,9.89,27.63,62.01,10.64
1737878400,Nairobi,2,507.35,0.33,2.83,97.27,8.11,21.17,49.27,8.36
1737882000,Nairobi,2,473.98,0.29,2.51,90.84,7.03,18.65,44.51,7.6
1737885600,Nairobi,2,440.6,0.28,2.48,82.97,5.9,16.27,40.32,6.78
1737889200,Nairobi,2,433.92,0.29,2.83,75.82,5.48,14.57,34.81,6.33
1737892800,Nairobi,2,427.25,0.28,3.43,69.38,5.6,13.61,30.89,6.27
1737896400,Nairobi,2,433.92,0.3,3.9,64.37,5.3,13.2,29.9,6.4
1737900000,Nairobi,2,453.95,0.36,4.67,64.37,5.54,13.83,30.86,6.84
1737903600,Nairobi,2,487.33,0.29,6.0,61.51,5.9,15.48,33.42,7.6
1737907200,Nairobi,2,754.36,0.05,11.65,52.93,7.33,24.13,48.09,14.44
1737910800,Nairobi,3,1094.82,0.0,17.31,40.41,8.46,37.0,69.74,21.53
1737914400,Nairobi,3,1081.47,0.0,16.11,33.97,6.74,38.83,77.64,19.25
1737918000,Nairobi,3,974.66,0.0,13.19,31.83,4.59,37.37,75.72,14.69
1737921600,Nairobi,3,881.2,0.0,11.31,31.47,3.28,33.91,66.9,11.15
1737925200,Nairobi,3,720.98,0.0,8.48,32.9,2.06,25.15,51.33,7.28
1737928800,Nairobi,2,640.87,0.0,6.51,33.62,1.58,21.01,45.01,6.27
1737932400,Nairobi,2,634.19,0.0,5.57,32.9,1.56,21.11,46.64,6.33
1737936000,Nairobi,2,640.87,0.0,5.18,31.11,1.55,22.38,49.86,6.46
1737939600,Nairobi,3,734.33,0.01,6.68,24.68,1.34,26.22,53.31,5.57
1737943200,Nairobi,3,907.9,0.07,9.68,15.2,1.48,33.86,61.87,5.26
1737946800,Nairobi,3,1214.98,0.82,14.05,6.35,1.91,48.5,81.08,6.02
1737950400,Nairobi,5,1976.01,9.61,18.68,0.42,3.99,97.52,141.78,9.63
1737954000,Nairobi,5,2883.91,23.02,24.33,1.27,5.9,153.15,211.7,13.17
1737957600,Nairobi,5,3391.27,16.09,44.55,21.64,6.79,193.99,263.74,16.21
1737961200,Nairobi,5,2403.26,1.06,24.33,80.11,7.03,100.33,173.88,31.41
1737964800,Nairobi,5,2429.96,0.55,15.77,108.72,9.3,89.86,170.03,39.52
1737968400,Nairobi,5,2243.04,0.38,8.74,115.87,9.42,76.8,158.11,40.02
1737972000,Nairobi,3,834.47,0.33,4.58,81.54,9.3,28.67,58.37,12.92
1737975600,Nairobi,2,520.71,0.32,3.64,61.51,5.84,19.29,35.93,7.28
1737979200,Nairobi,2,467.3,0.29,3.38,54.36,4.41,17.18,30.45,5.95
1737982800,Nairobi,2,447.27,0.33,3.6,52.93,4.11,16.64,29.92,5.83
1737986400,Nairobi,2,467.3,0.42,4.28,54.36,4.53,16.44,31.64,6.27
1737990000,Nairobi,2,487.33,0.37,5.31,51.5,4.77,15.7,31.82,6.71
1737993600,Nairobi,3,767.71,0.09,11.14,37.91,4.65,25.75,50.15,12.67
1737997200,Nairobi,3,1134.87,0.02,17.14,24.32,4.65,44.21,79.93,17.73
1738000800,Nairobi,4,1268.39,0.06,18.85,17.88,4.47,52.71,95.28,15.07
1738004400,Nairobi,4,1308.44,0.12,19.19,15.2,4.17,56.54,101.93,12.41
1738008000,Nairobi,4,1295.09,0.13,18.85,14.13,3.76,56.33,102.1,10.64
1738011600,Nairobi,3,1094.82,0.04,15.59,16.27,2.65,44.9,86.66,7.85
1738015200,Nairobi,3,1001.36,0.04,13.54,16.27,1.97,40.24,80.24,6.9
1738018800,Nairobi,3,1028.06,0.08,13.37,13.05,1.73,44.19,84.63,6.65
1738022400,Nairobi,4,1121.52,0.14,13.37,10.73,1.76,50.38,91.79,7.09
1738026000,Nairobi,4,1201.63,0.2,13.71,9.12,1.97,52.61,94.35,7.73
1738029600,Nairobi,4,1268.39,0.3,14.74,8.14,2.29,52.31,94.33,8.61
1738033200,Nairobi,4,1441.96,0.87,17.99,5.72,3.04,58.59,102.81,10.77
1738036800,Nairobi,5,2109.53,7.49,24.33,1.01,5.3,95.03,147.62,15.83
1738040400,Nairobi,5,2723.69,19.67,27.42,0.7,6.85,127.47,188.11,17.99
1738044000,Nairobi,5,2456.67,12.18,33.93,11.62,7.87,108.92,167.33,19.25
1738047600,Nairobi,2,761.03,0.7,10.02,48.64,10.13,21.19,46.49,11.65
1738051200,Nairobi,2,647.54,0.39,6.08,55.07,7.87,16.08,37.25,10.26
1738054800,Nairobi,2,614.17,0.29,4.84,57.94,6.74,14.11,33.72,9.25
1738058400,Nairobi,2,547.41,0.26,4.88,55.07,6.44,11.71,28.56,7.92
1738062000,Nairobi,2,534.06,0.21,5.57,50.07,6.56,10.82,26.94,7.98
1738065600,Nairobi,2,520.71,0.09,5.74,42.92,5.84,9.98,25.15,7.98
1738069200,Nairobi,2,647.54,0.13,7.54,36.84,5.66,11.43,29.76,11.15
1738072800,Nairobi,2,854.49,0.36,11.14,35.76,6.2,15.28,41.2,15.71
1738076400,Nairobi,3,1001.36,0.41,15.25,34.69,6.44,19.36,51.95,17.23
1738080000,Nairobi,3,1308.44,0.17,23.99,21.1,5.84,37.85,78.47,17.99
1738083600,Nairobi,4,1588.82,0.8,29.82,7.6,4.95,60.25,108.95,16.47
1738087200,Nairobi,4,1588.82,1.77,27.42,3.35,4.05,66.01,120.54,13.17
1738090800,Nairobi,5,1842.5,5.25,25.36,0.98,4.35,87.74,148.59,12.16
1738094400,Nairobi,5,2162.93,11.18,22.96,0.07,4.53,112.92,179.23,12.03
1738098000,Nairobi,5,2029.42,11.85,20.56,0.04,3.49,101.23,166.57,12.67
1738101600,Nairobi,5,1735.69,8.16,19.71,0.14,3.1,80.1,147.39,17.23
1738105200,Nairobi,4,1602.17,5.2,19.02,0.3,2.56,70.48,141.58,15.33
1738108800,Nairobi,4,1628.88,4.3,18.16,0.34,2.24,70.85,144.78,12.29
1738112400,Nairobi,4,1682.28,3.41,17.99,0.71,2.09,71.55,152.06,11.65
1738116000,Nairobi,4,1708.98,2.57,17.99,1.24,2.09,71.08,160.99,12.92
1738119600,Nairobi,5,1869.2,3.27,19.02,1.18,2.62,79.5,180.68,15.83
1738123200,Nairobi,5,2643.59,12.29,21.93,0.15,5.01,129.96,247.94,20.52
1738126800,Nairobi,5,3471.37,25.7,27.08,1.22,6.56,178.72,310.67,22.8
1738130400,Nairobi,5,3524.78,11.29,43.87,31.47,6.74,175.0,316.36,31.66
1738134000,Nairobi,3,1121.52,0.66,9.77,84.4,13.83,31.52,82.33,21.53
1738137600,Nairobi,2,694.27,0.43,4.28,86.55,9.66,18.41,44.04,12.16
1738141200,Nairobi,2,614.17,0.38,3.08,90.84,8.7,16.31,36.92,10.64
1738144800,Nairobi,2,547.41,0.35,2.83,89.41,7.99,14.5,32.09,9.25
1738148400,Nairobi,2,527.38,0.37,3.51,80.11,7.99,13.43,28.64,8.74
1738152000,Nairobi,2,520.71,0.32,4.46,63.66,7.63,11.63,24.95,8.23
1738155600,Nairobi,2,614.17,0.38,7.8,51.5,9.54,12.4,27.37,10.64
1738159200,Nairobi,2,767.71,0.48,11.65,48.64,12.64,15.6,34.23,14.06
1738162800,Nairobi,2,847.82,0.35,14.57,42.56,13.59,17.99,38.17,14.44
1738166400,Nairobi,3,1188.28,0.13,20.73,26.82,10.49,34.04,60.63,14.95
1738170000,Nairobi,4,1735.69,0.71,29.13,10.73,7.63,65.64,104.71,15.71
1738173600,Nairobi,5,1949.31,2.12,31.53,4.29,6.02,83.14,132.35,14.06
1738177200,Nairobi,5,2029.42,3.24,29.47,2.55,5.3,95.95,149.72,13.68
1738180800,Nairobi,5,1895.9,1.75,25.36,4.47,4.29,87.31,137.32,12.16
1738184400,Nairobi,4,1602.17,0.17,17.99,11.09,2.92,59.57,103.05,10.39
1738188000,Nairobi,3,1482.01,0.03,13.54,13.59,2.21,46.97,81.5,8.74
1738191600,Nairobi,4,1495.36,0.09,12.85,10.55,1.91,50.04,83.07,7.98
1738195200,Nairobi,4,1508.71,0.22,12.51,7.87,1.86,53.95,90.66,8.61
1738198800,Nairobi,4,1468.66,0.32,11.82,6.44,2.09,50.94,87.57,8.61
1738202400,Nairobi,3,1308.44,0.3,10.97,7.15,2.12,41.34,75.56,7.54
1738206000,Nairobi,3,1188.28,0.32,11.65,8.31,2.29,35.31,68.08,7.54
1738209600,Nairobi,3,1361.85,1.3,17.48,5.9,3.31,45.75,82.21,10.01
1738213200,Nairobi,4,1762.39,6.03,24.68,2.91,4.83,63.25,106.66,13.93
1738216800,Nairobi,4,1869.2,5.53,28.79,15.2,6.44,64.74,111.86,19.76
1738220400,Nairobi,2,741.0,0.64,10.88,40.41,9.06,15.31,32.98,11.27
1738224000,Nairobi,2,667.57,0.49,7.37,47.21,8.11,13.65,28.34,10.01
1738227600,Nairobi,2,767.71,0.4,6.25,59.37,8.23,16.33,34.09,11.27
1738231200,Nairobi,2,934.6,0.4,7.28,74.39,10.61,21.56,43.84,13.81
1738234800,Nairobi,3,1054.76,0.41,7.45,86.55,12.99,26.27,52.22,15.07
1738238400,Nairobi,3,1001.36,0.4,6.43,83.68,12.04,24.82,50.62,13.68
1738242000,Nairobi,3,1081.47,0.41,7.28,79.39,10.85,25.32,54.83,14.95
1738245600,Nairobi,3,1201.63,0.39,10.2,68.66,9.78,25.95,59.6,15.45
1738249200,Nairobi,3,1214.98,0.21,13.88,49.35,8.7,25.19,60.35,14.44
1738252800,Nairobi,3,1281.74,0.04,16.79,32.19,5.9,32.0,70.59,13.68
1738256400,Nairobi,3,1401.9,0.04,19.19,20.38,4.05,44.21,87.45,12.54
1738260000,Nairobi,3,1401.9,0.12,18.16,14.48,3.37,50.0,95.42,11.02
1738263600,Nairobi,4,1375.2,0.21,16.45,12.16,3.13,53.7,98.55,10.51
1738267200,Nairobi,3,1268.39,0.17,14.57,12.52,2.56,48.3,89.38,9.12
1738270800,Nairobi,3,1028.06,0.06,10.97,14.66,1.62,33.35,68.34,6.78
1738274400,Nairobi,3,814.44,0.02,7.71,17.34,1.22,22.26,51.63,5.7
1738278000,Nairobi,2,687.6,0.01,5.65,20.03,1.19,16.72,42.08,5.57
1738281600,Nairobi,2,627.52,0.0,4.54,22.53,1.25,14.21,37.08,6.21
1738285200,Nairobi,2,607.49,0.0,4.54,22.53,1.28,14.17,36.54,6.33
1738288800,Nairobi,2,647.54,0.01,5.65,19.85,1.36,16.82,41.29,5.95
1738292400,Nairobi,3,747.68,0.06,8.14,16.45,1.68,22.59,51.64,6.27
1738296000,Nairobi,3,1094.82,0.8,15.94,8.94,3.22,42.18,80.98,9.63
